id,text
video4_194,爸爸帶你去玩來去花蓮找新鮮！我都還沒有跟牆們玩耶
video3_666,對不起，提供的圖片並沒有包含任何中文對話字幕。因此，我無法從這個特定的截圖中提取任何字幕內容。
video3_263,我相信在座的長官一定會覺得
video5_31,你到底有沒有在瞄靶啊
video8_1407,最後它又有那種蛤蜊鮮一定有它
video7_274,這幾家是有沒有這麼厲害 高雄人這麼愛 只做3張葱油餅
video5_1250,你走到邊邊去了。
video11_199,它很像丟了它自己的滾包
video10_700,你結訓假都要待在醫院嗎
video7_346,我覺得也滿好吃的 很清爽耶
video1_953,但是雞比較貴嘛
video2_1364,再來第三種，側越法
video6_93,站那麼高幹嘛，你不蹲低啊
video6_931,余班長，別鬧了。
video10_842,我還是先把羅剛
video9_632,它就是真材實料的一整顆芋頭
video2_211,盡量不要騎乘摩托車。
video10_735,我作牛作馬我都願意
video2_1005,我看他還滿喜歡你的。
video1_555,感性時刻 我總共有兩個願望 先說一個
video4_1505,他說邊有一家漢堡店很厲害！
video11_1153,這個就是因為你們來
video6_1304,你不是說也不錯嗎
video6_1103,才有雞湯可以喝啊
video4_1230,讓你一端上桌就是驚喜！
video4_995,爸爸带你出去玩来花莲找新鲜！而且它的炒麵也很好吃！
video4_1178,爸爸带你出去玩来去花莲找新鲜！就是最好的调味
video5_319,如果在座各位有意願
video5_141,如果你想耍花癫去別處
video2_300,是出租手機讓人家打
video8_618,那你怎麼會知道
video6_385,連我都是受害者。
video11_739,它不像貢丸 它是更像漢堡
video1_936,此生必住民宿
video2_1234,可以跟班長剪一樣的髮型啊
video12_732,牛肉湯附飯(中) 150元 就是跟肉燥飯一個Set
video2_1090,葉大同：你也是
video12_257,它的肉的那個雞實感很棒
video7_1355,高雄人這麼愛
video4_1242,清炒干貝/曼波魚腸 花蓮 來去住一晚
video7_835,這幾家是有沒有這麼厲害，高雄人這麼愛
video12_757,很像牛軫糖一樣
video4_367, 都是有那種日式的精神在
video8_448,還有不同的那個感受
video7_782,這幾家是有沒有這麼厲害
video7_1333,高雄人這麼愛
video8_401,但是整體不是腻口的
video11_575,店面感覺很日式耶
video4_700,小均你看這個房間！
video1_799,此生必住民宿
video9_567,全部都沒了 真的假的
video7_409,就是它 每個小孩都要抱著
video10_731,我們還自己出去玩
video12_662,你為什麼要看著
video4_1568,爸爸帶你出去玩！
video3_1092,成功領這麼多男人
video1_949,這是我第一次看過啊
video10_83,我都沒跟你算帳。
video9_603,也可以先打電話預留
video11_1351,好酷 這個我沒吃過
video9_840,真的是有新鮮才大聲
video7_16,接下來這一家就是高雄人
video2_532,所有人姿勢壓低
video12_320,南美食，很開心，也很意外。
video1_123,怎麼會在這種地方
video6_234,不是你找我來的嗎
video1_767,你跟MIA還拍照喔不是
video8_1354,它的肉非常非常細緻
video1_635,管家，你在揪管家！
video7_1004,這幾家是有沒有這麼厲害 高雄人這麼愛 那個鹹蛋黃在裡面 對啊
video4_737,爸爸帶你出去玩新鮮！老闆你這個真的很用心耶
video4_790,爸爸带你出去玩！来去花莲找新鲜！枕頭還有分軟的跟硬的。
video6_547,五、四、三、二、一
video7_642,你戳下去你就知道了。
video8_807,
video12_235,它每一塊都有帶皮的
video3_1200,這兩瓶我拿回去檢查。
video10_589,沒有你，我的軍旅生涯
video7_818,他就說我帶你們去吃知名店家
video6_1070,這麼會泡牛奶耶
video12_1077,就我們跟市長一起
video4_956,爸爸带你出去玩！
video3_892,助跑線，長官讓你繼續回來帶兵。
video12_481,評審一定沒有想到要點蝦捲
video7_209,那個芋頭的味道已經在裡面
video8_839,他也像是那種餐酒館
video1_127,我要講了好不好！
video5_531,不要留下任何遺憾
video9_1073,夜景你會看到很膩啦
video12_939,各種冷熱飲料
video1_1126,來去住一晚
video4_1120,菜色都不一樣喔！
video4_1420,它就直接放在這城堡裡面
video12_824,這個好好吃 這個很厲害
video4_469,爸爸以前也都不吃甜點的
video5_1173,告訴你一個好消息。
video1_804,他的演技進步非常多喔
video7_380,這幾家是有沒有這麼厲害，高雄人這麼愛，有各種不同不一樣的風格。
video12_138,這樣500塊有辦法吃嗎
video12_668,高雄人都知道南台湾必比登推介爆吃2023。
video3_512,我真的不是故意
video7_1223,這幾家是有沒有這麼厲害 高雄人這麼愛 就是可以吃到最自然的酸白菜
video7_1025,這幾家是有沒有這麼厲害
video8_957,就跟我們吃海鮮粥是不同
video2_1367,請大家待會兒操作的時候
video4_394,就是他們的豆漿
video7_1281,是不是真的是要在這種環境下
video8_679,但是口感很多種
video2_843,你在這邊整理盆栽
video11_683,好喜歡它的口感
video8_151,
video6_1270,就像我們獵人一樣什麼都會
video2_1161,我想由你親自送會比較有意義
video5_699,你比較喜歡我啊
video10_999,我就把借據還給你。
video9_696,那個啤酒花是沒有酒精成分的
video11_1337,茴香吃起來是有帶甜味的
video7_1230,酸白菜老滷汁 然後可以促進胃...
video10_906,什麼時候了還講錢
video4_440,爸爸带你出去玩新鲜！跟嘴巴的温度之後
video2_610,我有叫你說話嗎
video1_919,苗栗 没你想的這麼簡單
video1_1066,聽到來自台南的鄉親
video9_896,沒有加太多的調味料
video1_251,也能帶著寶貝盡情的玩耍
video8_743,很溫和的那一種
video11_1166,全部往前這樣子！
video5_116,沒有，走吧，集合了。
video6_144,楊海生，你怎麼了
video1_349,就算什麼都不做！
video10_596,就算咱們俩扯平了。
video7_1090,這幾家是有沒有這麼厲害 高雄人這麼愛 喜歡音樂的 他們那邊有那些
video1_1134,但是它的甜大於它的辣
video9_1091,這裡也有戶外的泳池哀
video7_809,高雄人這麼愛
video7_1234,他們說平常吃火鍋
video4_786,像是消毒鍋和膠囊咖啡機
video7_60,這幾家是有沒有這麼厲害 高雄人這麼愛 很漂亮耶 好像咖啡廳喔
video11_935,對但是這裡曾經的傳說
video7_925,大家都說10月吃秋蟹最肥滿
video9_285,像是這裡就會特別加入
video7_1248,這件事情他有吧大家
video8_438,威風拉大預測必比登入圍一定有它。
video10_403,一直把愛掛在嘴邊的人
video11_592,如果這一家被我們選上了
video7_815,那時候我就在跟我姊聊天
video7_217,這幾家是有沒有這麼厲害 高雄人這麼愛 YINGAO
video11_16,而且是有點家道中落那種
video8_1181,那個香味真的瞬間肉夹入口飄香雞排味！一定有它
video6_157,有...蛇...蛇
video8_377,對你看它的那個價格一定有它
video3_543,再給我一點時間。
video8_805,就有那個糯米 糖水
video3_254,但是不是放棄我的原則
video8_1293,對 它就是鮮上加鮮
video6_964,但我還是希望其他長官
video6_1228,小心，你肚子會受傷。
video6_606,不好意思，打攢一下。
video1_843,有被森林給包圍的感覺是不是
video11_1099,然後裡面肉的部分是嫩
video4_1379,爸爸带你出去花莲找新鲜！真的是有小朋友的。
video1_205,此生必住民宿這麼一番風味啊！
video10_615,別客氣，有什麼事你償管說。
video4_976,爸爸带你出去玩来去花连找新！没有啊 我是真的。
video8_1031,是很像大紅袍炒香菜藏身老宅內唯美餐酒館一定有它
video11_446,大概準備咬三下之後它開始反轉
video11_1191,她為我們節目貢獻良多
video7_466,這幾家是有沒有這麼厲害
video1_509,就是公館這邊的芋頭
video2_543,而且身體一定要壓低了解嗎
video4_1116,爸爸带你出去玩来！花莲找新鲜！因為我從來沒有看過
video1_265,我自己真的來過啦 好不好
video1_968,做一個炒蛋的動作之後
video10_869,我跟你當然沒有什麼深仇大恨
video2_36,沒有啦，媽媽叫我存到银行。
video11_496,吃出一點很像咖啡香氣
video9_289,你不只喜歡吃麻醬面
video4_676,這邊可以跟別的小朋友
video1_343,記得要多吃一點喔！
video9_1093,邊看星星還有月亮
video8_948,它算是比較熟的那種蟹黃
video8_483,就是那個手撕豬肉
video5_689,我看你開始要走運了。
video4_1376,洗衣房太方便了
video12_309,他們入圍之後，馬上換這個
video7_904,這家這個我喜歡喔
video4_104,爸爸带你出去找宝藏！
video2_1209,我已經剪好幾顆了。
video9_621,吃起來又好吃又不甜
video2_868,要找白馬王子應該不難啦
video6_997,在福利社吃就好了。
video10_732,這樣還算兄弟嗎
video2_176,你們就是個男人
video7_418,就是它到每一區每一區有沒有
video11_317,我們的裝飾概念就是
video1_250,此生必住民宿
video6_23,服從上面的指令有這麼難嗎
video8_925,再加上那個蔬菜的甜
video4_1518,來去花絮玩！
video10_551,對哦，我怎麼沒想到
video4_792,來去花蓮 咖啡廳房 而且不同房間的主題
video7_157,它沒有多餘的像香菇水
video11_905,2023 必踩夯點都很厲害 都很好吃 爆超澎湃美食！
video7_319,就是它放超多芝麻
video4_878,不然你講。。。 你想吃什麼
video7_562,高雄人這麼厲害！
video9_1007,很舒服耶 真的
video2_1179,三頁，最精華的三頁
video12_94,來聽一下評審怎麼說
video7_1199,因為這個功夫菜
video7_633,這個粉粿...
video5_383,乾脆坐在這裡等著抽籤就好了。
video8_264,威風拉大預測早餐燒餅夾獅子頭一定有它2023必比登入圍
video2_772,繼續搜索，幹嘛啊
video10_1142,誰叫你要跟我結婚
video12_894,對所以我們要吃切仔麵
video1_464,來去住一晚
video4_757,老闖你真的很用心呢！
video10_42,士兵：對，我來看看他。
video3_812,於手榴彈投撲場做第三次投撲
video4_182,來去住一晚
video4_933,這個啊 你怎麼會不認識呢
video4_1195,他發育比較好啦 對啦
video11_878,四周的燈飾也都超美超適合來逛逛的哟那種穿透感的概念
video1_611,曾子余：說好的感性時間呢
video7_1001,這幾家是有沒有這麼厲害，高雄人這麼愛。
video9_784,所以酸酸的微酸的感覺
video11_1387,他們去能夠感受到！
video9_67,對不起，根據指示，我不能提供圖片中的字幕內容。
video4_488,來到花蓮不朝聖你會後悔！
video2_277,就這樣被人家訂下來了。
video3_1513,你的處境很尷尬。
video8_292,它這個的那個口感！一定有它。
video12_1108,你還記得你第一次入園的時候
video10_776,你約的人到現在都還沒有看到
video9_737,我告訴你有一家店很厲害
video3_1151,叫你來打探軍情
video4_473,爸爸帶你出去玩！来去花莲找新鲜！地瓜有啊，里面当然有啊。
video6_659,我們要投出去的目標處
video3_918,在所有旅部長官面前
video6_609,B邦安：待會兒還要回去寫檢討報告。
video3_910,會要求回報的人
video4_1245,對不管是想要吃飽還是吃巧
video4_500,來去住一晚 花蓮 地瓜戚風/100元 好不好 地瓜 地瓜戚風蛋糕 爸爸帶你出去玩 新鮮！
video5_261,有沒有做伏地挺身
video1_525,裡外都透著漂亮的粉紅色
video7_1284,這幾家是有沒有這麼厲害，高雄人這麼愛，除了就是我們當然。
video9_653,我這樣第二回怎麼吃
video2_2,你們兩個知不知道
video11_1006,它的河粉真好吃！
video4_1618,那我就不跟你說英文了
video2_609,你沒有槍干我何事
video6_627,「也要懂得拿捏分寸」
video11_889,我們之前有拍過嗎
video12_841,旁邊的那個牛筋的部分
video8_832,是不是很適合帶外國朋友來吃
video5_500,保千萬以上的意外險
video3_877,他應該也長大了吧
video2_865,早知道不要跟你說
video9_315,除了肉羹指定必點之外
video4_1106,現捞海膽 新鮮的啦 這個新鮮活的
video12_710,台南一定要有的溫體牛
video4_237,爸爸帶你出去玩！來去花莲找新鮮！這雙烤雞的精髓就是因為老闖
video8_397,但不是給你齊的
video6_719,我要先確定是誰寫的。
video2_964,士官長，剛剛是誰來客啊。
video5_163,早點換裝，離開。
video7_649,然後它沒有那麼的
video9_713,咖啡它是淡淡的有點莓果香
video10_43,好的，我先去倒水。
video8_276,突然想起我剛來台灣的時候
video2_361,能夠跟懂音樂的人聽音樂
video10_1009,以後羅道存再欠錢
video7_205,很有記憶點的湯
video10_440,羅剛真的會被退役哦
video2_1249,根本就是我們成功領的犀利哥
video8_1188,香菇肉湯 然後裡面還有加豬腸
video4_19,公園我來好多遍了
video9_579,所以說現在我們是吃得到啦
video11_319,那我們這邊主要的話
video1_928,紫蘇也算是客家精神之一對
video11_593,觀眾會拿著這個票來消費！
video8_1287,只賣晚餐和夜台中在地激推鵝肉店
video8_1225,而且不會像一般的肉羹那種
video7_148,這幾家是有沒有這麼厲害 高雄人這麼愛 那種普通的古早味
video10_959,我們刚才被警衛攔下來
video11_1278,在地人強推！吃爆！台中霸氣旅行團美食！
video4_227,而且它烤的火候跟時間
video9_886,但我覺得最好吃的就是在這邊
video7_141,高雄人這麼愛
video3_1530,順利的通過鑑測
video2_6,班長，我們是去抓強盜。
video3_1549,不是為了求考績
video9_396,在這裡...
video6_780,羅剛，你真的很孚耶
video10_455,羅剛也不用這麼拼啊
video4_139,爸爸带你出去玩
video6_37,不會再發生類似的事情了。
video6_700,根本就是情書嘛
video5_820,我馬上回去罰站
video6_486,這個問題就是：世界衛生組織有統計
video7_898,開了50幾年了沒有這麼厲害
video9_167,因為你這樣吃下去之後
video1_959,麻油的香氣 你看
video1_640,你說管家要利用是什麼意思
video7_473,這幾家是有沒有這麼厲害高雄人這麼愛像這個知名飯店的綠豆糕
video11_663,它上面蛋當然就是很香。
video1_1020,是砂鍋煮的，很好吃的牛腩鍋。
video3_485,但如果你繼續固執下去
video3_359,這個操不得，那個爲不得
video12_722,然後還可以吃他們的涼拌牛腩
video11_861,你這樣怎麼主持
video4_444,爸爸带你出去玩来去花莲找新鲜！正是花莲玉里的西瓜。
video7_1172,這是南香梅瓜絲
video11_213,滿到炸出來！吃爆超澎湃美食！
video10_39,班長，羅剛是不是已經睡了。
video8_987,所以蠔肉的質感吃起來超明顯
video3_1550,也不是為了求升官
video7_1257,這一整潔沙母喔
video1_355,這是它的天窗喔，是
video7_351,這個蔬菜的各種脆口度
video7_190,因為酒味如果沒拿捏好這幾家是有沒有這麼厲害
video12_1230,感覺要點它的吃這種大塊的
video10_1143,現在後悔為時已晚了
video4_1358,爸爸带你出去玩！来去花莲找新鲜！你现在等下去厕所洗一下。
video1_785,那我想問你那你表現好
video2_1227,要我剪這樣不如去死
video7_233,然後裡面的柴魚味
video4_405,所以吃起來有點亂么！
video7_1116,高雄人這麼厲害，OK然後它非常厲害。
video5_620,我純粹只是因為運氣好
video12_569,高雄人都知道南台湾必比登推介。
video12_63,沒吃過！神級 雞湯切仔麺
video2_923,我已經找到一個
video3_227,陽光泡菜的海鮮湯啦 OK
video8_700,然後彈 在那邊彈
video3_141,想籤志願役，但體能不好
video5_121,這是雞排跟珍奶
video11_151,
video5_631,你變得更成熟、更穩重。
video4_434,爸爸带你出去玩新鲜！挖起來它本來還是有些。
video3_997,一天到晚打電話來
video1_63,客家料理結合創意餐點一吃就停不下來的客家料理。
video3_394,如果真的要追究責任的歸屬
video7_46,這幾家是有沒有這麼厲害 高雄人到底有沒有
video3_243,但是我認為該堅持的
video12_832,它就完全被它那個筋膜
video2_851,我只要掛上「惡靈退散」
video9_1038,我們剛剛的千萬級別的夜景
video3_477,我不能完全認同你的作風
video7_1215,你們家的酸白菜超厲害
video1_629,此生必住民宿這簡單
video3_913,雖然現在他不能策了
video3_1006,我不曉得，你自己看吧。
video1_1050,品質自然是沒話說
video9_997,是我的的感覺了 對啊
video4_571,就像在喝汽水的感覺
video10_567,我已經跟旅長報告過。
video8_1224,它腌製得很好，對肉夾入口飄香雞排味！
video1_335,樹就離我們就這麼近而已對
video4_314,爸爸带你出去玩！来去花莲找新鲜！
video7_1161,去對於酸白菜火鍋
video2_757,不要怕蛇知道嗎
video6_464,謝謝班長...
video10_651,我有一條陳浩南的線報
video5_1155,還想走四層樓啊
video12_402,節目資訊：《食尚玩家》很濃的那個奶味
video4_1409,浴室還有衣服對
video5_528,
video7_1329,可是我們沒有油炸過
video12_158,《沒有你依然十點》
video3_342,沒事的，你別擔心
video10_427,不過我有十足的把握
video11_325,但因為我們其實也算是
video3_1116,你這次真的輸慘了
video1_521,此生必住民宿
video2_1493,我自己要來跟你講的啦
video10_351,
video5_299,再上去、再下來
video4_653,爸爸帶你出去玩！來去花連找新鮮！就會變決明子茶喔！
video3_945,以三民主義為根基
video9_513,鮮嫩多汁的口感
video7_315,就是大家一定都會把它包著
video3_1463,我也是滿懷著理想
video4_589,爸爸带你出去花莲找新鲜！
video9_951,網羅第一手的消息好不好對
video7_63,他們應該在裡面了
video6_772,還說約在這邊不見不散
video5_720,你當兵前沒看過民視八點檔嗎
video7_405,這幾家是有沒有這麼厲害
video1_1003,客家鹹擂茶 加上香菇 紅蘿蕾和香菜
video8_1137,。
video9_282,肉羹絕對是榜上有名
video3_671,用右手丟都偏右
video5_939,大家注意聽到班長這邊。
video9_980,這個景色色實在是...
video8_1027,它鍋巴的辣很像是辣椒粉的辣
video4_1561,新鮮！
video4_1448,都会有安全性啦 对
video7_983,它就是雖然叫海鮮粥
video4_108,這怎麼可能有動物園啦
video6_1290,把你的手肘碰到膝蓋
video6_497,報告班長，在戒嚴之前
video4_808,爸爸带你出去玩来到这间咖啡廳房
video1_905,梅干菜飯
video5_491,對於特戰部隊這麼有心
video7_257,這幾家是有沒有這麼厲害。
video7_752,這個就真的是很港式的味道
video9_1126,接下來回房間泡湯啦。
video6_483,班長把你們當成朋友。
video12_266,就是看得出來完全不柴
video5_228,我是國防部的選兵官
video4_1576,接下來這個很厲害！
video1_25,你撩我啊 你要留我的手喔
video4_888,鬼頭刀？鬼頭刀我還怕你不吃咧。
video1_637,她可以幫我們放水啊
video4_102,爸爸带你出去玩来！花莲找新鲜！我跟你讲附近有一個动物园。
video6_448,便祕，便祕又怎麼樣
video6_147,你為什麼跟天兵集團混在一起
video10_91,你沒有弄死我，你不甘心
video7_349,這幾家是有沒有這麼厲害 高雄人這麼愛 反而我覺得肉好像不是重點
video4_1063,我不是隨便吃啊！
video2_1017,那我就找對人了
video1_1089,你還可以在這邊涮這個
video12_534,高雄人都知道南台湾必比登推介
video7_569,年四季都能好時尚。以及達人老
video12_105,你有沒有發現必比登或米其林
video9_682,幫我包一個起來 好好吃喔
video3_656,走出感情的創傷、事業的陰霾
video1_805,苗栗：你要不要檢討一下
video10_1103,要有點壞人的樣子
video11_1080,必比登常客！吃爆 超澎湃美食！
video10_172,她看，他們在那邊偷看。
video2_585,就要死不活的樣子
video7_568,高雄人這麼愛
video1_1111,對啦 不是回鍋肉的感覺
video7_294,我們3點一定要吃東西耶
video12_697,你們報了就會有別人來
video9_504,還能泡湯吃好料
video9_572,我有預留了蛋糕可以預留
video8_296,威風拉大預測早餐燒餅夾獅子頭？！一定有它
video4_858,所以口味也都不一样！
video4_112,對不起，我無法提供字幕內容，因為這需要分析圖像並閱讀文字，而我的功能不包括這類能力。
video8_515,你可以完全感覺
video4_63,好好玩喔 好新鮮喔
video4_1366,爸爸带你出去玩！花莲找新鲜！
video2_1396,葉大同：你還慢慢來
video8_1394,也有那個更滑溜溜 Q彈
video11_670,它魯肉是蒜香很重的那種
video2_43,把流水編號抄起來。
video12_1015,全部吃進麵裡面
video1_57,被山林包圍的頂級度假VILLA
video9_87,你知道有時候步調還是要放慢
video10_543,我一定回去放鞭炮慶祝。
video8_678,味道是很和諧的
video1_162,真的是不簡單的地方
video4_1250,爸爸帶你出去玩！
video1_764,我跟你講其實這個地方
video4_528,然後上面的蛋糕是這樣子烤！
video8_219,撒在上面的時候
video2_933,我準備一個禮物要送給你
video10_95,所以我想要戴罪立功
video8_1400,我覺得這應該也會超強
video1_676,我這次跟他說水龍頭好了
video3_336,但他是連帶保證人，這是事實
video5_1080,我了解，是我不好
video3_1060,浩子，你的漂亮老婆
video1_64,客家料理結合創意餐點，還有獨家的創意吃法超意外。
video8_428,一點油味都沒有
video6_320,所以現在應該已經穩定下來了
